s6.new.rev.p2.m2,s4.loc.ic.ins.p1,s8.mbl.p2,s2.rch.val.l67,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s8.ic.mou.all.p3,s8.new.rev.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s4.std.ins.l14,s4.loc.ins.l14,s4.data.ins.l14,s4.std.ic.ins.l14,target
-0.87,1,-0.36,100.0,0.222222222,2.2289999999999965,-0.01,-0.03,-0.01,2.33,3,9,1,3,1
0.87,4,-6.34,147.5,99.0,2.69,-0.08,0.06,-0.32,0.0,1,14,0,1,0
-0.29,4,0.8,22.298999999999996,99.0,5.43,-0.12,-0.19,0.06,0.0,2,14,0,1,0
0.87,4,-1.26,34.14,0.0,18.92,0.59,0.85,-1.07,0.0,3,14,1,1,0
-0.03,4,2.16,66.64,99.0,18.0,-0.15,-0.58,-1.07,0.0,2,14,0,1,1
-0.1,1,3.18,64.6,0.4,8.14,-0.72,0.14,-1.07,2.0,9,9,10,6,0
0.45,3,0.0,32.0,99.0,13.46,-0.07,0.61,-0.19,0.0,0,14,0,0,0
-0.44,3,-1.55,52.5,0.0,2.37,-0.03,-0.2,-0.12,0.0,0,14,5,0,1
-0.95,1,0.0,25.52,0.368421053,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
-0.45,4,-3.45,68.75,99.0,6.86,0.12,0.1,0.12,0.0,0,14,0,0,1
-0.35,4,6.59,25.8,99.0,12.67,-0.3,-0.79,-0.41,0.0,0,14,1,0,0
-0.57,4,0.0,129.0,0.25,4.28,-0.52,-0.19,-1.07,2.0,1,14,0,0,0
-0.37,4,0.0,47.18,99.0,19.82,-0.72,-1.0,-0.65,0.0,2,14,0,0,0
0.22,3,-0.74,59.5,99.0,19.45,0.18,0.8,0.07,0.0,9,13,4,6,0
-0.47,3,-0.86,125.58,99.0,6.55,0.14,-0.08,-0.06,0.0,0,14,12,0,0
0.4,4,-7.0,120.29,99.0,21.32,-0.72,0.54,0.76,0.0,0,14,12,0,0
0.21,4,1.79,22.298999999999996,0.0,4.34,0.09,0.19,0.01,0.0,4,14,3,2,0
-0.13,4,6.59,49.59,99.0,8.92,-0.72,0.8,0.6,0.0,0,14,0,0,0
-0.95,1,0.0,38.97,0.466666667,21.32,-0.72,-1.06,-1.07,5.5,0,9,0,0,1
-0.2,4,2.11,22.298999999999996,0.571428571,2.35,0.28,0.05,0.04,4.0,1,14,0,1,1
-0.11,3,-5.27,100.0,0.0,6.19,0.07,-0.21,-0.16,0.0,5,14,0,2,0
-0.62,4,-2.81,55.0,0.0,2.84,-0.72,-0.18,-0.09,0.0,0,14,0,0,1
0.36,4,-7.0,110.0,99.0,8.55,-0.15,0.12,0.1,0.0,2,14,1,2,0
0.87,3,1.03,147.5,99.0,21.32,0.36,0.85,0.76,0.0,0,14,12,0,0
0.53,3,3.88,52.57,0.25,12.37,0.04,-0.17,0.15,0.0,1,12,0,0,0
-0.26,4,-7.0,52.36,0.0,6.67,0.59,0.25,0.59,0.0,0,14,0,0,0
-0.95,1,0.0,22.298999999999996,0.4375,2.65,-0.01,-0.34,-0.8,5.5,4,9,0,0,1
0.0,4,0.06,32.79,0.5,21.32,0.34,0.85,0.76,2.5,0,14,0,0,1
0.87,4,6.59,46.77,0.0,12.45,0.1,0.85,0.35,0.0,0,14,0,0,0
0.02,4,-4.39,40.43,0.5,8.67,0.23,-1.06,-0.82,0.0,0,14,12,0,0
-0.35,4,-0.96,48.18,99.0,21.32,-0.72,-1.06,-1.07,0.0,1,14,1,0,1
-0.39,3,6.59,89.43,0.2,5.69,-0.53,0.14,0.08,0.0,0,13,0,0,0
-0.09,4,0.0,38.33,0.333333333,12.43,-0.27,-0.3,-0.33,5.5,3,13,0,1,1
-0.08,4,-6.88,147.5,99.0,8.33,0.26,0.66,0.76,0.0,0,14,12,0,0
-0.73,4,0.0,147.5,0.111111111,3.51,0.15,0.04,0.12,0.0,3,14,11,3,0
-0.33,3,-0.91,69.63,1.0,17.39,0.14,-1.06,0.15,0.0,9,13,7,6,1
-0.91,4,-0.18,143.5,1.0,4.06,-0.05,-0.63,-0.48,3.0,9,14,12,6,1
-0.81,4,-0.16,147.5,99.0,21.32,0.06,0.13,0.28,0.0,9,14,2,6,1
-0.87,1,-2.0,91.62,0.444444444,6.18,-0.52,-0.67,-1.07,3.5,6,11,1,5,1
0.87,4,-3.45,22.298999999999996,99.0,2.67,0.54,0.23,0.34,0.0,7,14,2,4,0
-0.34,4,-7.0,147.5,99.0,6.19,-0.29,0.35,0.34,0.0,0,14,8,0,0
-0.57,1,1.48,35.71,0.181818182,2.67,-0.38,-0.11,-0.11,2.0,1,11,0,0,0
-0.31,1,-3.79,39.3,0.0,9.46,0.0,-0.97,-1.07,0.0,0,13,0,0,1
-0.41,4,-0.32,37.5,1.0,14.04,0.59,-1.06,-0.8,0.0,2,14,0,0,0
-0.82,1,0.59,43.33,0.5,4.59,-0.13,-0.41,-0.16,2.5,0,12,0,0,1
-0.07,4,1.62,28.33,0.25,6.17,-0.34,-0.22,-0.08,2.5,2,13,0,0,1
-0.95,1,0.0,90.8,0.259259259,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,0
-0.19,4,1.65,46.0,99.0,14.01,-0.72,-1.06,0.44,0.0,1,14,0,1,0
0.09,4,-3.47,41.92,99.0,9.01,0.15,-0.1,-1.07,0.0,5,14,0,3,1
0.11,3,-7.0,147.5,0.0,11.0,-0.37,0.07,0.06,0.0,0,14,0,0,0
-0.53,4,-7.0,131.5,99.0,7.66,-0.46,-0.54,-1.07,0.0,0,14,1,0,0
-0.1,4,6.59,100.0,99.0,4.23,-0.39,0.28,-1.07,0.0,2,14,0,2,0
-0.38,4,2.15,122.42,0.0,12.7,-0.69,-0.95,-0.67,0.0,9,14,0,6,1
-0.17,4,6.59,93.58,99.0,16.63,0.59,0.44,-0.47,0.0,6,14,0,4,0
0.22,3,6.59,147.5,0.5,8.18,-0.02,0.21,-0.19,3.5,1,13,12,1,0
-0.58,4,-4.68,50.39,99.0,18.66,0.59,-1.06,-1.07,0.0,3,14,0,3,1
0.46,4,-0.82,23.11,0.0,8.39,-0.72,0.85,0.35,0.0,2,14,1,2,0
-0.61,1,-7.0,56.38,0.4,13.3,-0.08,-1.06,-1.07,0.0,9,9,4,2,1
0.87,3,1.44,43.36,0.285714286,14.73,-0.48,0.85,0.34,0.0,1,12,0,0,0
-0.37,4,6.59,72.28,99.0,8.48,0.29,-0.81,-1.07,0.0,9,12,0,6,1
-0.95,1,0.0,34.43,0.35,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
-0.43,3,6.59,63.33,0.375,2.2289999999999965,-0.24,0.02,-0.01,2.0,1,13,1,1,1
0.87,4,-0.33,38.41,99.0,21.32,-0.72,0.85,0.76,0.0,0,14,1,0,0
-0.11,1,-3.03,47.6,0.125,2.97,0.05,0.0,-0.08,0.0,9,9,0,1,0
0.1,4,3.28,88.89,0.0,8.93,0.06,0.06,0.05,0.0,0,14,0,0,0
-0.26,4,2.78,105.57,0.375,18.67,-0.16,-0.42,-0.29,3.0,1,14,3,1,0
0.87,4,2.53,44.7,99.0,21.32,-0.72,0.85,0.21,0.0,0,14,0,0,0
-0.25,4,-6.4,51.33,0.2,10.91,-0.01,-1.02,-0.3,0.0,0,14,0,0,0
-0.95,4,0.0,147.5,0.5,2.2289999999999965,0.32,0.0,-1.07,0.0,0,14,0,0,0
-0.95,1,0.0,31.95,0.7,5.66,-0.72,-0.44,-0.61,5.5,0,9,2,0,1
-0.26,4,6.59,95.0,99.0,7.38,0.5,-0.17,-0.1,0.0,0,14,0,0,0
-0.19,4,-2.0,31.25,0.5,3.0,-0.02,-0.12,-0.05,4.0,0,12,1,0,1
-0.36,4,-1.86,30.5,0.571428571,11.41,-0.72,-1.06,-1.07,4.0,4,14,1,2,1
0.87,4,-7.0,54.0,0.0,21.32,0.42,0.85,0.14,0.0,5,14,0,0,0
-0.69,4,-1.57,76.18,0.333333333,6.67,0.14,-0.41,-0.31,0.0,0,14,12,0,0
-0.39,4,6.59,147.5,99.0,9.2,-0.03,-0.61,-0.96,0.0,1,14,1,0,0
-0.44,4,-2.31,55.57,1.0,2.72,-0.29,-0.15,-0.13,0.0,0,14,2,0,0
-0.17,3,-3.47,35.83,0.285714286,2.56,0.34,0.25,0.22,2.0,0,12,0,0,0
-0.34,4,0.0,128.4,0.0,11.9,0.12,-0.58,0.44,0.0,1,14,9,1,0
-0.11,4,-5.2,60.0,0.333333333,7.26,0.1,0.04,0.03,0.0,0,13,0,0,0
-0.71,4,-1.61,147.5,99.0,21.32,0.58,-1.06,0.03,0.0,1,14,0,0,1
-0.78,4,-0.16,90.0,0.0,21.32,0.43,-1.06,-0.86,0.0,4,13,1,1,0
-0.05,4,6.59,106.43,0.5,10.56,0.1,0.02,-0.52,5.0,6,14,0,3,0
0.04,4,-4.27,108.94,99.0,21.32,0.59,0.85,-1.07,0.0,9,14,3,5,1
-0.29,4,6.41,142.0,99.0,6.96,0.27,0.85,0.17,0.0,0,14,0,0,0
0.07,4,-0.2,45.72,99.0,21.32,0.32,-0.46,-0.07,0.0,0,14,1,0,0
0.63,4,-3.42,59.79,99.0,21.32,-0.72,0.38,0.76,0.0,9,14,6,5,0
-0.24,4,0.33,29.44,0.0,9.42,-0.26,-0.61,-0.32,0.0,1,14,0,1,0
-0.1,3,-0.15,116.56,0.666666667,9.18,-0.72,-0.66,-1.07,2.0,3,14,0,1,0
-0.95,1,0.0,22.298999999999996,0.35,7.25,-0.72,-1.06,-0.74,5.5,6,9,0,4,1
-0.04,1,-2.34,25.64,0.0,16.19,-0.11,-0.74,-0.42,2.0,9,9,2,6,0
0.87,3,1.11,45.0,0.2,10.32,-0.09,0.69,0.26,0.0,5,13,0,3,0
-0.52,1,-0.85,32.67,0.333333333,2.2289999999999965,-0.11,-0.11,-0.16,2.0,0,12,0,0,1
0.03,4,-5.19,100.0,0.0,2.83,0.16,0.12,0.11,0.0,0,14,1,0,0
-0.38,4,-4.54,39.54,99.0,16.73,-0.72,-0.24,-1.02,0.0,6,14,5,6,0
-0.3,4,2.11,53.58,99.0,6.07,-0.25,0.5,0.11,0.0,0,14,0,0,0
0.52,3,-7.0,25.53,0.0,16.02,0.0,-0.39,0.69,0.0,1,14,0,1,1
0.15,2,4.91,63.3,0.0,21.32,0.17,0.85,0.76,0.0,9,12,0,3,0
-0.95,4,-0.11,67.0,0.625,8.53,-0.22,-0.19,-0.26,3.5,3,12,0,3,1
-0.2,3,3.61,44.48,0.0,15.29,0.01,-0.29,-0.43,0.0,8,10,0,6,0
0.29,4,-3.25,22.298999999999996,0.0,6.84,-0.52,-0.62,-0.47,0.0,5,13,0,4,0
-0.54,3,1.6,41.84,99.0,11.77,0.26,-1.06,-1.07,0.0,9,14,10,3,1
-0.21,4,-7.0,147.5,99.0,7.26,-0.35,-0.14,-0.09,0.0,9,14,12,6,0
-0.33,4,-7.0,147.5,99.0,14.6,-0.46,-0.72,-1.07,0.0,0,14,12,0,0
-0.46,4,0.0,108.0,0.0,21.32,0.3,0.05,0.15,0.0,1,14,0,1,0
-0.52,2,0.02,41.53,0.666666667,13.68,-0.15,-0.97,-0.34,0.0,0,12,4,0,1
-0.95,1,0.0,63.71,0.269230769,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
-0.29,4,-6.09,99.2,0.0625,6.67,0.01,0.29,0.76,5.5,1,13,0,0,1
-0.83,4,0.0,65.1,99.0,2.2289999999999965,-0.72,-0.07,-0.24,0.0,0,14,12,0,1
-0.87,2,-1.13,44.06,0.555555556,21.32,-0.72,-1.06,-1.07,3.0,0,9,0,0,1
0.33,3,-2.5,36.25,0.111111111,3.83,0.27,0.49,0.34,2.5,2,14,6,1,0
0.36,1,-0.25,60.0,0.208333333,11.23,0.08,-0.69,-0.58,4.5,0,9,0,0,0
0.39,4,-4.26,81.67,0.2,6.55,-0.29,-0.1,-0.1,0.0,0,14,0,0,0
-0.95,1,0.0,34.05,0.411764706,13.88,-0.72,-1.06,-1.07,5.5,0,9,0,0,1
-0.18,4,0.69,24.59,99.0,15.12,-0.36,-1.06,-0.98,0.0,2,14,0,2,0
-0.29,4,0.39,32.94,0.333333333,3.96,0.05,0.06,-0.06,0.0,1,14,8,0,1
0.03,1,-3.53,70.0,0.25,5.76,-0.11,0.27,0.24,2.0,5,9,0,3,0
0.13,4,3.23,103.5,99.0,13.86,-0.72,0.5,0.43,0.0,7,14,0,6,0
0.23,4,0.3,64.45,99.0,14.78,0.59,0.49,-1.07,0.0,1,14,2,1,1
-0.81,2,-0.79,84.0,0.384615385,2.27,0.53,-0.16,-0.26,2.5,0,11,0,0,0
-0.24,4,-7.0,124.0,99.0,13.57,-0.65,-1.06,-0.9,0.0,4,14,0,4,0
-0.95,4,0.0,28.57,0.5,3.73,-0.16,-0.34,-0.02,5.5,0,13,0,0,1
0.35,3,-2.86,62.13,0.0,14.66,0.07,0.85,0.3,0.0,7,14,2,5,0
-0.35,4,-2.3,86.08,0.5,6.45,0.32,-0.04,-0.01,0.0,9,13,0,6,0
-0.22,2,-2.06,40.0,0.153846154,3.34,0.0,-0.05,-0.05,2.0,0,11,0,0,0
-0.02,4,6.59,84.0,0.0,21.32,0.06,-1.01,-0.29,0.0,0,14,0,0,0
-0.22,4,-0.28,36.0,0.375,9.37,-0.18,-0.43,-0.72,2.0,0,14,0,0,0
-0.38,1,5.39,31.4,0.25,8.42,0.02,-0.43,-0.2,3.0,1,9,12,0,1
-0.6,4,2.17,22.298999999999996,0.5,6.48,-0.1,-0.34,-0.26,0.0,3,14,0,3,1
-0.03,3,6.59,32.94,0.166666667,3.29,0.22,0.13,0.06,0.0,1,14,1,0,0
0.13,3,-2.53,84.67,99.0,7.63,0.4,0.54,0.76,0.0,0,14,0,0,0
0.3,4,-7.0,147.5,0.0,4.58,0.24,0.44,0.37,0.0,0,14,1,0,0
-0.95,3,0.0,22.298999999999996,0.583333333,12.34,-0.72,-1.06,-1.07,5.5,0,11,0,0,1
0.87,2,0.19,22.298999999999996,0.2,5.62,-0.06,0.49,0.37,2.67,0,10,0,0,0
-0.2,4,-3.14,39.38,0.25,3.96,0.17,0.05,0.04,3.0,0,13,0,0,1
0.36,3,3.35,22.8,0.2,9.04,-0.72,0.53,0.56,0.0,1,13,0,1,0
0.76,4,-0.53,104.5,0.0,10.36,0.32,0.43,0.76,4.0,0,11,1,0,0
0.12,4,-6.74,49.8,0.2,6.08,-0.02,0.53,0.43,3.0,0,14,0,0,0
-0.95,4,0.0,40.0,0.388888889,7.57,-0.14,-0.56,-0.25,5.5,0,14,0,0,1
0.45,3,-3.58,31.94,0.2,10.5,-0.03,-0.05,0.16,2.0,0,13,0,0,0
0.02,4,-0.21,35.8,0.0,12.43,0.3,0.24,-0.59,0.0,0,14,0,0,0
-0.09,4,1.52,40.45,0.0,2.68,-0.02,0.04,0.05,0.0,0,14,1,0,0
0.22,4,0.16,37.5,0.333333333,13.81,-0.23,0.85,0.6,2.0,2,14,2,2,0
-0.33,4,0.07,22.298999999999996,0.0,4.45,-0.72,-0.18,-0.11,0.0,1,14,0,1,1
0.13,4,-7.0,60.47,99.0,5.92,0.59,-0.07,0.11,0.0,1,14,11,1,0
0.58,3,-4.64,50.0,0.0,5.87,0.29,-0.25,-0.23,0.0,0,14,12,0,0
-0.83,4,-7.0,45.73,0.2,15.34,-0.4,-1.06,-1.07,2.0,0,14,11,0,1
-0.18,4,6.59,43.08,0.0,6.1,0.36,0.07,0.27,0.0,1,14,0,1,0
0.87,4,-7.0,83.6,0.0,19.29,0.59,0.85,0.76,5.0,9,10,0,6,0
0.63,4,0.02,22.298999999999996,0.2,5.54,0.12,0.28,0.23,0.0,1,13,0,1,0
-0.62,3,-1.41,34.84,0.0,13.18,-0.62,-1.06,-0.93,0.0,1,14,0,1,1
0.08,4,0.06,27.31,0.222222222,9.42,0.27,0.85,0.76,4.0,0,14,1,0,1
0.77,4,6.59,147.5,99.0,21.32,-0.03,0.85,0.76,0.0,0,14,6,0,0
-0.29,4,-2.21,39.57,0.0,8.73,0.59,0.34,0.49,0.0,9,14,5,6,1
-0.57,4,-2.02,147.5,1.0,5.39,-0.07,-0.37,-0.52,0.0,0,14,12,0,0
-0.43,3,0.13,22.298999999999996,0.571428571,7.65,-0.31,-0.43,-0.32,3.0,0,13,1,0,1
-0.52,3,-2.72,96.0,0.0,2.2289999999999965,0.19,-0.08,-0.17,0.0,0,14,0,0,0
0.36,4,6.59,91.2,99.0,13.78,-0.28,-0.04,-1.07,0.0,1,14,0,0,0
-0.62,4,-2.17,54.18,0.333333333,2.2289999999999965,0.2,0.07,0.12,0.0,0,14,2,0,0
0.2,3,-0.81,33.33,0.3125,11.93,0.09,-1.01,-0.57,4.0,0,12,0,0,0
0.75,3,-7.0,63.54,0.0,11.16,0.25,0.85,0.76,0.0,0,14,0,0,0
-0.12,3,-4.25,106.67,0.5,5.5,-0.01,-0.16,-0.14,0.0,0,13,0,0,0
-0.72,4,0.0,147.5,99.0,21.32,-0.02,-1.06,0.05,0.0,1,14,0,0,0
-0.95,1,0.0,53.69,0.35,17.36,-0.04,-1.06,-1.07,5.0,2,9,0,0,1
0.25,1,-6.27,68.73,0.0,8.65,0.0,0.56,0.76,0.0,0,12,9,0,1
-0.41,4,0.94,49.23,0.428571429,7.4,-0.72,0.11,0.15,2.0,4,14,2,4,0
-0.95,2,-0.74,59.17,0.25,9.49,-0.03,-1.0,-0.86,4.0,1,9,1,1,1
-0.45,4,0.0,147.5,0.0,5.18,-0.59,0.39,0.76,0.0,0,14,0,0,0
-0.71,4,0.0,147.5,0.142857143,2.24,0.11,0.05,0.17,0.0,0,14,0,0,0
-0.39,3,-4.23,43.75,0.375,4.64,-0.19,-0.18,-0.12,2.0,9,14,1,6,1
-0.95,1,0.0,53.05,0.368421053,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
-0.29,4,6.59,147.5,99.0,3.55,0.14,0.4,0.34,0.0,0,14,0,0,1
-0.01,4,3.35,102.42,99.0,15.53,0.44,-0.27,-0.51,0.0,9,14,3,2,0
-0.42,4,0.48,34.93,99.0,14.42,0.59,0.32,-0.38,0.0,5,14,0,5,0
-0.12,4,-7.0,48.08,0.0,21.32,-0.11,-1.06,-1.07,0.0,1,14,12,1,1
-0.64,1,6.59,68.84,0.0,18.67,-0.61,-1.06,-1.07,0.0,9,9,12,6,1
-0.46,4,0.21,37.74,0.666666667,7.51,-0.65,0.06,0.09,2.0,0,14,0,0,0
-0.31,4,-5.06,55.2,0.5,8.47,-0.27,-0.7,-0.89,3.0,0,13,0,0,0
-0.95,3,0.0,27.33,1.0,2.88,-0.44,-0.24,-0.62,3.0,0,13,0,0,1
-0.33,3,-1.23,24.0,0.333333333,2.2289999999999965,-0.11,-0.18,-0.15,0.0,1,13,0,1,1
-0.95,2,0.0,38.0,0.304347826,9.54,0.03,-0.52,-0.3,5.5,1,9,0,1,1
0.87,4,-6.64,75.16,99.0,17.75,-0.72,0.85,0.76,0.0,9,14,12,6,0
-0.02,1,4.23,22.298999999999996,0.25,2.82,-0.09,0.16,0.09,2.5,0,13,0,0,0
-0.55,4,-0.15,33.33,0.384615385,3.55,-0.09,-0.43,-0.36,5.0,0,14,0,0,1
0.02,4,6.59,56.15,99.0,4.99,-0.53,0.07,0.03,0.0,1,14,0,0,0
0.11,4,1.07,27.33,0.0,8.59,0.27,-0.37,-0.09,0.0,1,14,0,1,0
-0.82,3,0.0,28.0,0.0,14.03,-0.67,-1.06,-0.4,2.0,1,14,0,0,1
-0.4,3,4.97,63.38,99.0,5.21,0.13,-0.5,-0.87,0.0,2,14,0,1,0
0.13,4,6.59,77.14,0.0,4.9,-0.55,-0.21,-0.22,0.0,0,14,0,0,0
-0.5,4,-1.74,30.42,0.3,2.72,0.59,0.08,-0.34,3.0,3,14,0,3,0
-0.47,4,0.0,147.5,0.0,21.32,-0.1,-1.06,0.76,0.0,1,14,2,0,0
-0.95,1,0.0,22.298999999999996,0.411764706,6.35,-0.72,-0.73,-0.55,5.5,0,9,0,0,1
-0.17,2,1.85,140.06,99.0,11.32,0.01,-0.26,-0.88,0.0,9,9,6,6,0
0.87,2,-7.0,48.83,0.0,7.79,0.34,0.28,-0.19,2.0,0,13,0,0,0
0.31,4,-2.34,45.38,99.0,6.7,0.2,0.46,0.43,0.0,1,14,0,1,0
0.8,4,5.01,86.5,0.0,4.94,0.59,0.45,-0.21,0.0,1,14,12,1,0
-0.2,4,6.59,147.5,99.0,19.43,0.11,-0.19,-0.25,0.0,0,14,0,0,1
-0.58,4,-0.32,32.84,0.0,20.13,0.24,-1.06,0.0,0.0,1,14,12,1,1
-0.93,2,0.0,37.67,0.75,2.2289999999999965,-0.06,-0.3,-0.85,3.0,5,14,0,0,1
-0.71,4,-0.32,147.5,99.0,3.95,-0.4,0.03,0.12,0.0,5,14,0,3,0
-0.87,4,-0.27,61.5,0.333333333,3.38,-0.31,-0.32,-0.29,3.0,0,13,6,0,1
0.14,4,0.0,35.44,0.545454546,6.84,0.08,-0.3,-0.22,5.5,0,14,1,0,0
-0.77,4,-7.0,113.46,0.0,21.32,-0.72,-1.06,-0.86,0.0,0,14,12,0,1
-0.07,4,2.71,50.38,99.0,8.58,0.39,-0.04,-0.12,0.0,0,14,0,0,1
-0.66,4,-3.53,24.12,1.0,11.48,-0.2,-1.06,-0.29,0.0,0,14,0,0,1
0.48,4,-7.0,82.73,99.0,10.72,0.59,0.66,0.44,0.0,0,14,0,0,0
-0.22,4,-1.43,22.298999999999996,99.0,6.1,-0.01,-0.18,-0.46,0.0,1,14,0,1,1
0.87,4,-2.44,121.75,99.0,21.32,0.24,0.85,0.57,0.0,0,14,0,0,0
-0.34,2,-2.54,47.92,0.0,9.96,-0.72,-1.06,-0.67,0.0,2,14,0,2,1
0.42,1,-6.39,48.0,0.0,2.66,-0.06,0.13,-0.09,0.0,1,13,0,0,0
-0.47,4,-0.31,22.298999999999996,0.142857143,4.55,0.39,-0.32,-0.25,0.0,3,14,0,2,0
-0.48,4,6.59,52.29,0.0,13.78,-0.04,-1.06,-0.73,0.0,2,14,0,2,1
0.11,4,-7.0,147.5,99.0,21.32,0.4,-0.21,-0.32,0.0,0,14,0,0,0
0.32,4,6.59,75.56,0.0,5.75,-0.09,0.16,0.09,0.0,0,14,0,0,0
0.36,4,1.99,60.2,99.0,10.92,-0.28,-0.08,-0.49,0.0,2,14,0,2,0
0.39,4,-7.0,147.5,99.0,7.19,-0.31,0.1,0.1,0.0,0,14,0,0,0
0.26,4,1.42,33.52,0.0,13.7,0.53,-0.59,0.76,0.0,1,14,0,1,0
-0.6,3,-1.19,46.25,0.666666667,11.54,-0.72,-0.79,-0.47,3.0,0,14,0,0,1
-0.05,4,0.09,22.298999999999996,0.0,8.73,0.59,-0.23,0.02,0.0,0,14,1,0,1
-0.56,4,-0.72,41.56,0.266666667,2.5,0.36,0.08,0.06,5.5,0,9,0,0,0
-0.44,4,0.59,32.86,0.166666667,2.2289999999999965,0.28,-0.14,-0.12,0.0,3,11,0,3,0
-0.49,3,-2.98,120.0,0.428571429,6.05,-0.2,0.48,0.4,2.0,0,13,0,0,0
-0.44,3,-4.46,107.2,99.0,4.74,-0.28,-0.29,-0.24,0.0,0,14,0,0,0
0.57,4,-2.03,29.33,0.0,7.66,0.03,0.39,0.31,0.0,5,14,0,2,1
0.48,4,-7.0,85.9,99.0,12.25,0.25,0.38,0.76,0.0,1,14,0,0,0
0.03,4,-1.96,75.0,99.0,10.9,0.19,0.6,0.39,0.0,0,14,0,0,0
-0.33,3,-1.7,139.25,0.75,13.67,0.59,-0.85,-0.14,2.0,1,13,12,0,0
-0.22,4,-3.15,35.93,0.0,13.74,0.59,-1.06,-1.07,0.0,0,14,0,0,0
0.16,4,-5.68,147.5,0.0,6.58,0.59,-0.41,-0.34,0.0,0,14,0,0,0
-0.68,4,-4.07,84.31,99.0,3.76,0.0,-0.69,-1.07,0.0,3,14,12,1,0
-0.74,4,-2.49,147.5,1.0,10.6,-0.3,-1.02,-0.21,0.0,1,14,0,1,1
-0.95,1,0.0,55.0,0.291666667,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,2,0,1
-0.33,4,-7.0,144.57,99.0,3.63,0.36,0.14,0.46,0.0,3,14,3,3,0
-0.17,4,1.24,39.37,99.0,7.76,-0.37,-0.04,0.2,0.0,4,14,12,2,0
-0.02,3,-0.86,27.05,0.0,14.71,0.01,0.63,0.76,0.0,9,9,0,4,0
-0.39,3,4.5,41.74,1.0,14.34,-0.05,-0.84,-1.07,3.0,9,11,0,4,0
-0.65,2,-2.99,39.83,0.428571429,4.12,0.05,-0.47,-0.55,4.5,0,9,1,0,1
-0.05,4,1.81,23.0,0.25,2.86,-0.72,0.02,0.03,2.5,0,13,2,0,0
-0.25,4,-1.9,51.87,99.0,19.91,-0.03,-0.4,0.76,0.0,1,14,0,1,0
-0.95,1,0.0,49.0,0.5,6.83,-0.72,-0.53,-0.06,5.5,0,9,0,0,1
-0.35,4,-3.68,82.5,1.0,5.07,-0.72,0.2,0.17,0.0,0,13,0,0,1
0.87,4,2.49,47.5,0.111111111,5.6,0.04,0.36,0.21,0.0,0,14,0,0,0
-0.73,4,-1.19,70.4,0.111111111,2.68,-0.07,-0.23,-0.19,0.0,6,14,1,5,1
-0.88,1,-0.15,22.298999999999996,0.454545455,3.72,-0.15,-0.12,-0.14,2.5,0,9,0,0,0
0.76,2,0.18,22.298999999999996,0.142857143,8.59,-0.43,-0.67,-0.3,0.0,1,14,0,1,0
0.01,4,-4.92,35.0,0.0,3.51,0.03,0.07,0.07,0.0,0,14,0,0,0
-0.38,4,-3.37,97.4,0.2,8.09,-0.13,-0.18,0.16,0.0,0,14,12,0,0
-0.48,1,3.12,36.25,0.833333333,7.55,-0.72,-0.04,-0.22,4.0,0,11,0,0,0
0.87,4,0.36,40.8,0.0,21.32,-0.25,0.85,0.6,0.0,2,14,2,1,0
-0.95,1,0.0,22.298999999999996,0.25,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,0
-0.05,4,4.53,91.79,99.0,10.44,0.29,0.68,0.55,0.0,9,14,1,0,0
-0.72,1,0.09,29.93,0.294117647,4.2,-0.07,0.35,0.06,5.5,0,9,6,0,1
-0.89,3,-0.37,40.63,0.1875,6.28,-0.06,-0.34,-0.28,2.0,0,12,3,0,0
-0.3,4,-0.42,67.93,0.5,4.45,0.28,-0.17,-0.41,0.0,9,14,7,2,0
-0.56,4,1.93,26.5,0.0,6.94,-0.02,-0.27,-0.16,0.0,2,14,0,1,0
0.25,4,-2.32,68.33,99.0,7.08,0.59,0.59,0.57,0.0,2,14,0,2,0
0.3,4,-7.0,89.0,1.0,9.85,0.09,0.04,0.11,0.0,6,13,0,3,0
-0.04,3,-0.94,24.44,0.0,2.85,-0.23,-0.15,-0.32,0.0,0,11,0,0,0
0.87,4,-4.2,64.55,0.0,18.42,0.11,0.85,0.76,2.0,3,14,0,3,0
-0.68,1,1.5,25.0,0.416666667,2.51,-0.28,-0.07,-0.07,4.0,0,11,0,0,1
0.13,4,6.59,115.4,0.0,6.33,0.05,-0.13,-0.34,0.0,0,14,0,0,0
0.26,3,6.59,147.5,99.0,14.59,0.1,0.85,0.72,0.0,9,14,12,6,0
0.87,3,0.58,56.25,0.222222222,6.11,0.0,0.13,0.02,0.0,0,13,0,0,0
-0.38,4,-7.0,90.69,99.0,4.6,-0.66,-0.13,-0.37,0.0,1,14,7,0,0
-0.31,4,-2.59,79.75,99.0,17.36,-0.52,-1.06,-1.07,0.0,6,14,0,4,0
-0.58,4,-0.7,147.5,99.0,21.32,0.22,-1.03,0.57,0.0,0,14,2,0,1
